,id_usuario,registro,pais,comprador
1638,1638,2021-10-04,Spain,1
1639,1639,2021-10-04,France,0
1640,1640,2021-10-04,Spain,0
1641,1641,2021-10-04,Italy,1
1642,1642,2021-10-04,Slovakia,1
1643,1643,2021-10-04,Spain,1
1644,1644,2021-10-04,Cyprus,1
1645,1645,2021-10-04,Spain,0
1646,1646,2021-10-04,Spain,0
1647,1647,2021-10-04,France,1
1648,1648,2021-10-04,Portugal,0
1649,1649,2021-10-04,Spain,1
1650,1650,2021-10-04,Spain,0
1651,1651,2021-10-04,Spain,0
1652,1652,2021-10-04,France,0
1653,1653,2021-10-04,France,1
1654,1654,2021-10-04,Spain,0
1655,1655,2021-10-04,Spain,1
1656,1656,2021-10-04,Italy,0
1657,1657,2021-10-04,Italy,1
1658,1658,2021-10-04,France,0
1659,1659,2021-10-04,United Kingdom,0
1660,1660,2021-10-04,United Kingdom,0
1661,1661,2021-10-04,Sweden,1
1662,1662,2021-10-04,Spain,0
1663,1663,2021-10-04,Spain,1
1664,1664,2021-10-04,Spain,0
1665,1665,2021-10-04,Spain,0
1666,1666,2021-10-04,Bulgaria,1
1667,1667,2021-10-04,France,1
1668,1668,2021-10-04,United Kingdom,1
1669,1669,2021-10-04,Spain,0
1670,1670,2021-10-04,United Kingdom,1
1671,1671,2021-10-04,France,0
1672,1672,2021-10-04,United Kingdom,1
1673,1673,2021-10-04,Spain,0
1674,1674,2021-10-04,Spain,1
1675,1675,2021-10-04,France,1
1676,1676,2021-10-04,Poland,0
1677,1677,2021-10-04,Spain,0
1678,1678,2021-10-04,Portugal,1
1679,1679,2021-10-04,Spain,0
1680,1680,2021-10-04,Spain,1
1681,1681,2021-10-04,Spain,0
1682,1682,2021-10-04,Spain,0
1683,1683,2021-10-04,France,0
1684,1684,2021-10-04,France,1
1685,1685,2021-10-04,Greece,0
1686,1686,2021-10-04,Portugal,1
1687,1687,2021-10-04,France,0
1688,1688,2021-10-04,Portugal,0
1689,1689,2021-10-04,France,1
1690,1690,2021-10-04,Portugal,1
1691,1691,2021-10-04,Spain,1
1692,1692,2021-10-04,Portugal,1
1693,1693,2021-10-04,Italy,1
1694,1694,2021-10-04,Italy,0
1695,1695,2021-10-04,France,0
1696,1696,2021-10-04,Spain,1
1697,1697,2021-10-04,Spain,1
1698,1698,2021-10-04,France,0
1699,1699,2021-10-04,France,1
1700,1700,2021-10-04,France,1
1701,1701,2021-10-04,Italy,0
1702,1702,2021-10-04,Spain,0
1703,1703,2021-10-04,Spain,1
1704,1704,2021-10-04,Spain,0
1705,1705,2021-10-04,Italy,0
1706,1706,2021-10-04,Bulgaria,0
1707,1707,2021-10-04,Latvia,0
1708,1708,2021-10-04,France,1
1709,1709,2021-10-04,Spain,0
1710,1710,2021-10-04,Italy,0
1711,1711,2021-10-04,Spain,0
1712,1712,2021-10-04,France,1
1713,1713,2021-10-04,Spain,0
1714,1714,2021-10-04,Spain,1
1715,1715,2021-10-04,Poland,0
1716,1716,2021-10-04,Spain,0
1717,1717,2021-10-04,Spain,1
1718,1718,2021-10-04,France,0
1719,1719,2021-10-04,France,0
1720,1720,2021-10-04,France,0
1721,1721,2021-10-04,France,0
1722,1722,2021-10-04,France,1
1723,1723,2021-10-05,Italy,1
1724,1724,2021-10-05,Spain,0
1725,1725,2021-10-05,Slovenia,1
1726,1726,2021-10-05,Italy,0
1727,1727,2021-10-05,Italy,1
1728,1728,2021-10-05,United Kingdom,0
1729,1729,2021-10-05,Spain,0
1730,1730,2021-10-05,Portugal,1
1731,1731,2021-10-05,Italy,0
1732,1732,2021-10-05,Spain,1
1733,1733,2021-10-05,Portugal,0
1734,1734,2021-10-05,Spain,1
1735,1735,2021-10-05,Italy,0
1736,1736,2021-10-05,Spain,0
1737,1737,2021-10-05,Portugal,0
1738,1738,2021-10-05,Sweden,1
1739,1739,2021-10-05,Spain,0
1740,1740,2021-10-05,Italy,0
1741,1741,2021-10-05,Italy,0
1742,1742,2021-10-05,France,0
1743,1743,2021-10-05,Spain,1
1744,1744,2021-10-05,Spain,1
1745,1745,2021-10-05,United Kingdom,0
1746,1746,2021-10-05,Spain,1
1747,1747,2021-10-05,Portugal,1
1748,1748,2021-10-05,France,1
1749,1749,2021-10-05,Spain,0
1750,1750,2021-10-05,France,0
1751,1751,2021-10-05,Spain,0
1752,1752,2021-10-05,Italy,1
1753,1753,2021-10-05,Italy,0
1754,1754,2021-10-05,Spain,0
1755,1755,2021-10-05,France,1
1756,1756,2021-10-05,Spain,0
1757,1757,2021-10-05,Spain,1
1758,1758,2021-10-05,Portugal,0
1759,1759,2021-10-05,Sweden,1
1760,1760,2021-10-05,Lithuania,1
1761,1761,2021-10-05,Spain,1
1762,1762,2021-10-05,United Kingdom,0
1763,1763,2021-10-05,Spain,0
1764,1764,2021-10-05,Spain,1
1765,1765,2021-10-05,Croatia,1
1766,1766,2021-10-05,Spain,1
1767,1767,2021-10-05,France,0
1768,1768,2021-10-05,Italy,0
1769,1769,2021-10-05,Spain,1
1770,1770,2021-10-05,France,0
1771,1771,2021-10-05,France,1
1772,1772,2021-10-05,France,1
1773,1773,2021-10-05,France,1
1774,1774,2021-10-05,Spain,0
1775,1775,2021-10-05,France,1
1776,1776,2021-10-05,France,0
1777,1777,2021-10-05,France,0
1778,1778,2021-10-05,United Kingdom,0
1779,1779,2021-10-05,Spain,0
1780,1780,2021-10-05,Spain,0
1781,1781,2021-10-05,Spain,1
1782,1782,2021-10-05,Spain,0
1783,1783,2021-10-05,Spain,1
1784,1784,2021-10-05,United Kingdom,1
1785,1785,2021-10-05,Spain,0
1786,1786,2021-10-05,Croatia,0
1787,1787,2021-10-05,Spain,0
1788,1788,2021-10-05,United Kingdom,0
1789,1789,2021-10-05,Bulgaria,1
1790,1790,2021-10-05,Spain,0
1791,1791,2021-10-05,United Kingdom,1
1792,1792,2021-10-05,France,0
1793,1793,2021-10-05,United Kingdom,0
1794,1794,2021-10-05,Denmark,1
1795,1795,2021-10-05,Spain,0
1796,1796,2021-10-05,Germany,1
1797,1797,2021-10-05,France,0
1798,1798,2021-10-05,Italy,0
1799,1799,2021-10-05,Slovakia,1
1800,1800,2021-10-05,Italy,0
1801,1801,2021-10-05,Portugal,0
1802,1802,2021-10-05,Spain,0
1803,1803,2021-10-05,France,1
1804,1804,2021-10-05,Malta,0
1805,1805,2021-10-05,Portugal,0
1806,1806,2021-10-05,Spain,1
1807,1807,2021-10-05,Italy,1
1808,1808,2021-10-05,Portugal,0
1809,1809,2021-10-05,Slovakia,1
1810,1810,2021-10-05,Portugal,1
1811,1811,2021-10-05,Spain,1
1812,1812,2021-10-05,Spain,1
1813,1813,2021-10-05,United Kingdom,0
1814,1814,2021-10-05,Belgium,0
1815,1815,2021-10-05,Spain,0
1816,1816,2021-10-05,Spain,0
1817,1817,2021-10-05,Spain,0
1818,1818,2021-10-05,United Kingdom,1
1819,1819,2021-10-05,United Kingdom,1
1820,1820,2021-10-05,France,1
1821,1821,2021-10-05,Italy,1
1822,1822,2021-10-05,Spain,1
1823,1823,2021-10-05,Spain,1
1824,1824,2021-10-05,France,0
1825,1825,2021-10-05,Spain,1
1826,1826,2021-10-05,Spain,0
1827,1827,2021-10-05,Spain,0
1828,1828,2021-10-05,Spain,0
1829,1829,2021-10-06,Spain,0
1830,1830,2021-10-06,Spain,0
1831,1831,2021-10-06,United Kingdom,0
1832,1832,2021-10-06,Lithuania,1
1833,1833,2021-10-06,Slovenia,1
1834,1834,2021-10-06,Portugal,0
1835,1835,2021-10-06,Spain,1
1836,1836,2021-10-06,Spain,0
1837,1837,2021-10-06,Spain,1
1838,1838,2021-10-06,Spain,1
1839,1839,2021-10-06,Sweden,0
1840,1840,2021-10-06,Estonia,1
1841,1841,2021-10-06,United Kingdom,0
1842,1842,2021-10-06,Italy,0
1843,1843,2021-10-06,Spain,1
1844,1844,2021-10-06,Italy,0
1845,1845,2021-10-06,France,0
1846,1846,2021-10-06,France,0
1847,1847,2021-10-06,Spain,1
1848,1848,2021-10-06,Spain,0
1849,1849,2021-10-06,Italy,1
1850,1850,2021-10-06,Spain,1
1851,1851,2021-10-06,Austria,0
1852,1852,2021-10-06,Spain,1
1853,1853,2021-10-06,United Kingdom,0
1854,1854,2021-10-06,France,0
1855,1855,2021-10-06,Spain,0
1856,1856,2021-10-06,Portugal,0
1857,1857,2021-10-06,Portugal,0
1858,1858,2021-10-06,Spain,0
1859,1859,2021-10-06,Italy,1
1860,1860,2021-10-06,Portugal,1
1861,1861,2021-10-06,Italy,1
1862,1862,2021-10-06,Portugal,1
1863,1863,2021-10-06,Portugal,0
1864,1864,2021-10-06,Italy,1
1865,1865,2021-10-06,Malta,0
1866,1866,2021-10-06,Portugal,1
1867,1867,2021-10-06,Lithuania,0
1868,1868,2021-10-06,United Kingdom,1
1869,1869,2021-10-06,Spain,0
1870,1870,2021-10-06,Spain,0
1871,1871,2021-10-06,Croatia,0
1872,1872,2021-10-06,Portugal,0
1873,1873,2021-10-06,Spain,0
1874,1874,2021-10-06,Spain,0
1875,1875,2021-10-06,France,0
1876,1876,2021-10-06,United Kingdom,0
1877,1877,2021-10-06,Spain,1
1878,1878,2021-10-06,Spain,0
1879,1879,2021-10-06,Portugal,1
1880,1880,2021-10-06,Spain,1
1881,1881,2021-10-06,France,1
1882,1882,2021-10-06,Spain,0
1883,1883,2021-10-06,Spain,1
1884,1884,2021-10-06,United Kingdom,1
1885,1885,2021-10-06,Spain,0
1886,1886,2021-10-06,Spain,0
1887,1887,2021-10-06,Poland,1
1888,1888,2021-10-06,Spain,1
1889,1889,2021-10-06,Portugal,0
1890,1890,2021-10-06,Spain,1
1891,1891,2021-10-06,Spain,0
1892,1892,2021-10-06,Spain,0
1893,1893,2021-10-06,Spain,0
1894,1894,2021-10-06,Portugal,0
1895,1895,2021-10-06,Italy,0
1896,1896,2021-10-06,Germany,0
1897,1897,2021-10-06,Spain,1
1898,1898,2021-10-06,Greece,1
1899,1899,2021-10-06,Portugal,1
1900,1900,2021-10-06,France,1
1901,1901,2021-10-06,Finland,0
1902,1902,2021-10-06,Spain,0
1903,1903,2021-10-06,France,1
1904,1904,2021-10-06,Spain,1
1905,1905,2021-10-06,Spain,1
1906,1906,2021-10-06,Spain,1
1907,1907,2021-10-06,Spain,1
1908,1908,2021-10-06,France,0
1909,1909,2021-10-06,Spain,1
1910,1910,2021-10-06,Germany,0
1911,1911,2021-10-06,Spain,1
1912,1912,2021-10-06,Portugal,1
1913,1913,2021-10-06,France,0
1914,1914,2021-10-06,United Kingdom,0
1915,1915,2021-10-06,Spain,0
1916,1916,2021-10-06,United Kingdom,0
1917,1917,2021-10-06,Portugal,0
1918,1918,2021-10-06,Spain,1
1919,1919,2021-10-06,France,0
1920,1920,2021-10-06,United Kingdom,0
1921,1921,2021-10-06,France,0
1922,1922,2021-10-06,Italy,0
1923,1923,2021-10-06,United Kingdom,1
1924,1924,2021-10-06,Italy,0
1925,1925,2021-10-06,United Kingdom,1
1926,1926,2021-10-06,Spain,1
1927,1927,2021-10-06,United Kingdom,0
1928,1928,2021-10-06,France,0
1929,1929,2021-10-06,Spain,1
1930,1930,2021-10-06,Italy,1
1931,1931,2021-10-06,United Kingdom,0
1932,1932,2021-10-06,Italy,1
1933,1933,2021-10-06,Portugal,1
1934,1934,2021-10-06,United Kingdom,1
1935,1935,2021-10-06,France,1
1936,1936,2021-10-06,Belgium,0
1937,1937,2021-10-07,Portugal,0
1938,1938,2021-10-07,Spain,1
1939,1939,2021-10-07,Germany,1
1940,1940,2021-10-07,Portugal,0
1941,1941,2021-10-07,Italy,1
1942,1942,2021-10-07,Spain,1
1943,1943,2021-10-07,France,1
1944,1944,2021-10-07,Luxembourg,1
1945,1945,2021-10-07,Spain,1
1946,1946,2021-10-07,Germany,0
1947,1947,2021-10-07,Portugal,0
1948,1948,2021-10-07,Italy,0
1949,1949,2021-10-07,Spain,0
1950,1950,2021-10-07,Italy,1
1951,1951,2021-10-07,Portugal,0
1952,1952,2021-10-07,Portugal,1
1953,1953,2021-10-07,United Kingdom,0
1954,1954,2021-10-07,Italy,1
1955,1955,2021-10-07,Italy,0
1956,1956,2021-10-07,United Kingdom,1
1957,1957,2021-10-07,Czech Republic,1
1958,1958,2021-10-07,Spain,0
1959,1959,2021-10-07,France,1
1960,1960,2021-10-07,Portugal,0
1961,1961,2021-10-07,United Kingdom,0
1962,1962,2021-10-07,Bulgaria,0
1963,1963,2021-10-07,Spain,0
1964,1964,2021-10-07,Estonia,1
1965,1965,2021-10-07,Romania,1
1966,1966,2021-10-07,Finland,0
1967,1967,2021-10-07,Spain,0
1968,1968,2021-10-07,Spain,1
1969,1969,2021-10-07,United Kingdom,0
1970,1970,2021-10-07,Italy,0
1971,1971,2021-10-07,United Kingdom,1
1972,1972,2021-10-07,France,1
1973,1973,2021-10-07,Spain,1
1974,1974,2021-10-07,France,0
1975,1975,2021-10-07,Spain,1
1976,1976,2021-10-07,Spain,1
1977,1977,2021-10-07,Spain,1
1978,1978,2021-10-07,Spain,0
1979,1979,2021-10-07,Portugal,0
1980,1980,2021-10-07,Italy,1
1981,1981,2021-10-07,Italy,1
1982,1982,2021-10-07,France,1
1983,1983,2021-10-07,France,1
1984,1984,2021-10-07,Portugal,0
1985,1985,2021-10-07,France,1
1986,1986,2021-10-07,France,1
1987,1987,2021-10-07,Poland,0
1988,1988,2021-10-07,Portugal,0
1989,1989,2021-10-07,Portugal,0
1990,1990,2021-10-07,United Kingdom,0
1991,1991,2021-10-07,Spain,0
1992,1992,2021-10-07,Czech Republic,0
1993,1993,2021-10-07,Spain,0
1994,1994,2021-10-07,Portugal,0
1995,1995,2021-10-07,Latvia,1
1996,1996,2021-10-07,United Kingdom,0
1997,1997,2021-10-07,Denmark,0
1998,1998,2021-10-07,Spain,0
1999,1999,2021-10-07,Spain,1
2000,2000,2021-10-07,Portugal,1
2001,2001,2021-10-07,Spain,1
2002,2002,2021-10-07,Italy,0
2003,2003,2021-10-07,Portugal,1
2004,2004,2021-10-07,Spain,1
2005,2005,2021-10-07,Spain,1
2006,2006,2021-10-07,Portugal,1
2007,2007,2021-10-07,Italy,1
2008,2008,2021-10-07,Spain,0
2009,2009,2021-10-07,Spain,1
2010,2010,2021-10-07,France,0
2011,2011,2021-10-07,Italy,0
2012,2012,2021-10-07,United Kingdom,0
2013,2013,2021-10-07,Italy,1
2014,2014,2021-10-07,Italy,1
2015,2015,2021-10-07,Czech Republic,0
2016,2016,2021-10-07,United Kingdom,0
2017,2017,2021-10-07,Spain,1
2018,2018,2021-10-07,Spain,0
2019,2019,2021-10-07,France,0
2020,2020,2021-10-07,Germany,0
2021,2021,2021-10-07,France,1
2022,2022,2021-10-07,Italy,1
2023,2023,2021-10-07,Portugal,1
2024,2024,2021-10-07,France,1
2025,2025,2021-10-07,Portugal,0
2026,2026,2021-10-07,Spain,0
2027,2027,2021-10-07,France,1
2028,2028,2021-10-07,Portugal,1
2029,2029,2021-10-07,France,1
2030,2030,2021-10-07,Netherlands,1
2031,2031,2021-10-07,Italy,1
2032,2032,2021-10-07,United Kingdom,1
2033,2033,2021-10-07,United Kingdom,1
2034,2034,2021-10-07,Italy,1
2035,2035,2021-10-07,Italy,1
2036,2036,2021-10-07,Spain,1
2037,2037,2021-10-07,Spain,1
2038,2038,2021-10-07,Spain,0
2039,2039,2021-10-07,Lithuania,1
2040,2040,2021-10-07,France,1
2041,2041,2021-10-07,Italy,0
2042,2042,2021-10-08,Italy,1
2043,2043,2021-10-08,Italy,0
2044,2044,2021-10-08,Spain,1
2045,2045,2021-10-08,Spain,0
2046,2046,2021-10-08,United Kingdom,1
2047,2047,2021-10-08,Spain,0
2048,2048,2021-10-08,Spain,1
2049,2049,2021-10-08,France,0
2050,2050,2021-10-08,France,0
2051,2051,2021-10-08,Spain,0
2052,2052,2021-10-08,Spain,0
2053,2053,2021-10-08,United Kingdom,0
2054,2054,2021-10-08,Greece,0
2055,2055,2021-10-08,Spain,1
2056,2056,2021-10-08,Italy,1
2057,2057,2021-10-08,Portugal,1
2058,2058,2021-10-08,Spain,1
2059,2059,2021-10-08,Cyprus,1
2060,2060,2021-10-08,Spain,1
2061,2061,2021-10-08,Spain,1
2062,2062,2021-10-08,France,0
2063,2063,2021-10-08,Spain,0
2064,2064,2021-10-08,Portugal,0
2065,2065,2021-10-08,Spain,1
2066,2066,2021-10-08,Italy,0
2067,2067,2021-10-08,Portugal,0
2068,2068,2021-10-08,Romania,0
2069,2069,2021-10-08,Portugal,0
2070,2070,2021-10-08,Spain,1
2071,2071,2021-10-08,Poland,1
2072,2072,2021-10-08,Italy,1
2073,2073,2021-10-08,United Kingdom,1
2074,2074,2021-10-08,Spain,0
2075,2075,2021-10-08,United Kingdom,0
2076,2076,2021-10-08,Portugal,0
2077,2077,2021-10-08,Spain,1
2078,2078,2021-10-08,France,0
2079,2079,2021-10-08,Spain,1
2080,2080,2021-10-08,France,1
2081,2081,2021-10-08,Spain,1
2082,2082,2021-10-08,Italy,0
2083,2083,2021-10-08,Spain,0
2084,2084,2021-10-08,Spain,1
2085,2085,2021-10-08,France,0
2086,2086,2021-10-08,France,0
2087,2087,2021-10-08,France,1
2088,2088,2021-10-08,Spain,1
2089,2089,2021-10-08,Italy,0
2090,2090,2021-10-08,Hungary,0
2091,2091,2021-10-08,Italy,0
2092,2092,2021-10-08,Italy,1
2093,2093,2021-10-08,Spain,0
2094,2094,2021-10-08,Spain,0
2095,2095,2021-10-08,Spain,0
2096,2096,2021-10-08,Spain,1
2097,2097,2021-10-08,France,1
2098,2098,2021-10-08,Spain,1
2099,2099,2021-10-08,Spain,0
2100,2100,2021-10-08,France,0
2101,2101,2021-10-08,United Kingdom,1
2102,2102,2021-10-08,Spain,0
2103,2103,2021-10-08,Spain,0
2104,2104,2021-10-08,Spain,1
2105,2105,2021-10-08,United Kingdom,0
2106,2106,2021-10-08,Germany,0
2107,2107,2021-10-08,Spain,1
2108,2108,2021-10-08,United Kingdom,1
2109,2109,2021-10-08,Spain,0
2110,2110,2021-10-08,Greece,0
2111,2111,2021-10-08,Greece,0
2112,2112,2021-10-08,Cyprus,0
2113,2113,2021-10-08,United Kingdom,1
2114,2114,2021-10-08,Spain,0
2115,2115,2021-10-08,Spain,1
2116,2116,2021-10-08,United Kingdom,1
2117,2117,2021-10-08,Spain,0
2118,2118,2021-10-08,Spain,1
2119,2119,2021-10-08,Italy,1
2120,2120,2021-10-08,Croatia,0
2121,2121,2021-10-08,Slovakia,0
2122,2122,2021-10-08,Spain,1
2123,2123,2021-10-08,Spain,0
2124,2124,2021-10-08,France,0
2125,2125,2021-10-08,Spain,1
2126,2126,2021-10-08,Spain,1
2127,2127,2021-10-08,United Kingdom,0
2128,2128,2021-10-08,France,0
2129,2129,2021-10-08,Spain,1
2130,2130,2021-10-08,Spain,1
2131,2131,2021-10-08,Spain,1
2132,2132,2021-10-08,France,1
2133,2133,2021-10-08,Italy,0
2134,2134,2021-10-08,France,0
2135,2135,2021-10-08,Spain,0
2136,2136,2021-10-08,Spain,1
2137,2137,2021-10-08,Spain,0
2138,2138,2021-10-08,Portugal,1
2139,2139,2021-10-08,Greece,0
2140,2140,2021-10-08,Spain,0
2141,2141,2021-10-08,France,0
2142,2142,2021-10-08,Germany,0
2143,2143,2021-10-08,United Kingdom,0
2144,2144,2021-10-08,Italy,0
2145,2145,2021-10-08,Slovakia,1
2146,2146,2021-10-08,Slovenia,0
2147,2147,2021-10-08,Italy,1
2148,2148,2021-10-08,Italy,1
2149,2149,2021-10-08,Spain,1
2150,2150,2021-10-08,Portugal,1
2151,2151,2021-10-08,Germany,1
2152,2152,2021-10-09,Bulgaria,1
2153,2153,2021-10-09,Spain,0
2154,2154,2021-10-09,United Kingdom,1
2155,2155,2021-10-09,Italy,0
2156,2156,2021-10-09,France,1
2157,2157,2021-10-09,Portugal,1
2158,2158,2021-10-09,Spain,1
2159,2159,2021-10-09,Slovakia,1
2160,2160,2021-10-09,United Kingdom,0
2161,2161,2021-10-09,Spain,0
2162,2162,2021-10-09,Spain,1
2163,2163,2021-10-09,Spain,0
2164,2164,2021-10-09,Netherlands,0
2165,2165,2021-10-09,Spain,1
2166,2166,2021-10-09,Spain,0
2167,2167,2021-10-09,Spain,0
2168,2168,2021-10-09,Spain,1
2169,2169,2021-10-09,Slovakia,1
2170,2170,2021-10-09,Spain,1
2171,2171,2021-10-09,Luxembourg,0
2172,2172,2021-10-09,United Kingdom,1
2173,2173,2021-10-09,Malta,1
2174,2174,2021-10-09,France,1
2175,2175,2021-10-09,Romania,0
2176,2176,2021-10-09,Italy,1
2177,2177,2021-10-09,Italy,1
2178,2178,2021-10-09,Italy,1
2179,2179,2021-10-09,Spain,1
2180,2180,2021-10-09,Italy,0
2181,2181,2021-10-09,Spain,0
2182,2182,2021-10-09,Portugal,1
2183,2183,2021-10-09,Italy,0
2184,2184,2021-10-09,France,0
2185,2185,2021-10-09,Portugal,0
2186,2186,2021-10-09,Spain,0
2187,2187,2021-10-09,Spain,0
2188,2188,2021-10-09,Spain,0
2189,2189,2021-10-09,Latvia,0
2190,2190,2021-10-09,Spain,0
2191,2191,2021-10-09,Hungary,0
2192,2192,2021-10-09,Poland,0
2193,2193,2021-10-09,Italy,0
2194,2194,2021-10-09,Spain,0
2195,2195,2021-10-09,Spain,0
2196,2196,2021-10-09,Portugal,0
2197,2197,2021-10-09,Italy,0
2198,2198,2021-10-09,Portugal,0
2199,2199,2021-10-09,Sweden,1
2200,2200,2021-10-09,United Kingdom,0
2201,2201,2021-10-09,Italy,0
2202,2202,2021-10-09,Spain,1
2203,2203,2021-10-09,Spain,0
2204,2204,2021-10-09,Slovakia,0
2205,2205,2021-10-09,Latvia,1
2206,2206,2021-10-09,Spain,1
2207,2207,2021-10-09,Portugal,1
2208,2208,2021-10-09,Spain,1
2209,2209,2021-10-09,United Kingdom,1
2210,2210,2021-10-09,Spain,0
2211,2211,2021-10-09,Denmark,0
2212,2212,2021-10-09,Spain,0
2213,2213,2021-10-09,Lithuania,1
2214,2214,2021-10-09,Bulgaria,1
2215,2215,2021-10-09,Hungary,1
2216,2216,2021-10-09,Spain,0
2217,2217,2021-10-09,Spain,1
2218,2218,2021-10-09,Portugal,0
2219,2219,2021-10-09,France,0
2220,2220,2021-10-09,France,1
2221,2221,2021-10-09,Hungary,1
2222,2222,2021-10-09,United Kingdom,0
2223,2223,2021-10-09,Greece,1
2224,2224,2021-10-09,Spain,0
2225,2225,2021-10-09,Portugal,1
2226,2226,2021-10-09,Spain,1
2227,2227,2021-10-09,Spain,1
2228,2228,2021-10-09,Austria,0
2229,2229,2021-10-09,Italy,1
2230,2230,2021-10-09,Italy,0
2231,2231,2021-10-09,United Kingdom,1
2232,2232,2021-10-09,United Kingdom,1
2233,2233,2021-10-09,United Kingdom,1
2234,2234,2021-10-09,Spain,0
2235,2235,2021-10-09,Italy,0
2236,2236,2021-10-09,France,0
2237,2237,2021-10-09,France,0
2238,2238,2021-10-09,Germany,1
2239,2239,2021-10-09,United Kingdom,0
2240,2240,2021-10-09,United Kingdom,1
2241,2241,2021-10-09,Italy,1
2242,2242,2021-10-09,Spain,0
2243,2243,2021-10-09,United Kingdom,0
2244,2244,2021-10-09,Germany,1
2245,2245,2021-10-09,Spain,0
2246,2246,2021-10-09,Latvia,1
2247,2247,2021-10-09,Spain,0
2248,2248,2021-10-09,Italy,0
2249,2249,2021-10-09,Spain,0
2250,2250,2021-10-09,Spain,1
2251,2251,2021-10-09,Spain,0
2252,2252,2021-10-09,Spain,0
2253,2253,2021-10-09,Spain,0
2254,2254,2021-10-09,Italy,0
2255,2255,2021-10-09,Italy,0
2256,2256,2021-10-09,France,1
2257,2257,2021-10-09,Spain,0
2258,2258,2021-10-09,France,1
2259,2259,2021-10-09,United Kingdom,1
2260,2260,2021-10-09,Spain,0
2261,2261,2021-10-09,Austria,0
2262,2262,2021-10-09,Spain,1
2263,2263,2021-10-09,Spain,0
2264,2264,2021-10-09,Spain,0
2265,2265,2021-10-10,Spain,0
2266,2266,2021-10-10,France,0
2267,2267,2021-10-10,Portugal,1
2268,2268,2021-10-10,Portugal,0
2269,2269,2021-10-10,France,1
2270,2270,2021-10-10,Spain,0
2271,2271,2021-10-10,Germany,0
2272,2272,2021-10-10,Spain,1
2273,2273,2021-10-10,United Kingdom,0
2274,2274,2021-10-10,Spain,1
2275,2275,2021-10-10,Spain,0
2276,2276,2021-10-10,Spain,1
2277,2277,2021-10-10,Spain,1
2278,2278,2021-10-10,Portugal,0
2279,2279,2021-10-10,Bulgaria,0
2280,2280,2021-10-10,Spain,1
2281,2281,2021-10-10,Italy,0
2282,2282,2021-10-10,Portugal,0
2283,2283,2021-10-10,Spain,1
2284,2284,2021-10-10,Spain,0
2285,2285,2021-10-10,Spain,1
2286,2286,2021-10-10,Spain,1
2287,2287,2021-10-10,Spain,0
2288,2288,2021-10-10,Portugal,1
2289,2289,2021-10-10,Italy,1
2290,2290,2021-10-10,Spain,1
2291,2291,2021-10-10,Spain,0
2292,2292,2021-10-10,Italy,0
2293,2293,2021-10-10,Spain,0
2294,2294,2021-10-10,France,1
2295,2295,2021-10-10,Czech Republic,0
2296,2296,2021-10-10,France,1
2297,2297,2021-10-10,Spain,0
2298,2298,2021-10-10,United Kingdom,0
2299,2299,2021-10-10,France,0
2300,2300,2021-10-10,France,0
2301,2301,2021-10-10,France,1
2302,2302,2021-10-10,France,0
2303,2303,2021-10-10,Spain,1
2304,2304,2021-10-10,Spain,0
2305,2305,2021-10-10,Romania,1
2306,2306,2021-10-10,Spain,1
2307,2307,2021-10-10,Italy,1
2308,2308,2021-10-10,Italy,0
2309,2309,2021-10-10,Spain,0
2310,2310,2021-10-10,Belgium,0
2311,2311,2021-10-10,Austria,0
2312,2312,2021-10-10,United Kingdom,0
2313,2313,2021-10-10,Spain,1
2314,2314,2021-10-10,Bulgaria,0
2315,2315,2021-10-10,France,0
2316,2316,2021-10-10,Italy,0
2317,2317,2021-10-10,Spain,0
2318,2318,2021-10-10,France,0
2319,2319,2021-10-10,Spain,1
2320,2320,2021-10-10,Poland,0
2321,2321,2021-10-10,United Kingdom,1
2322,2322,2021-10-10,Spain,1
2323,2323,2021-10-10,Denmark,1
2324,2324,2021-10-10,Spain,1
2325,2325,2021-10-10,Italy,1
2326,2326,2021-10-10,Italy,1
2327,2327,2021-10-10,Spain,0
2328,2328,2021-10-10,Spain,0
2329,2329,2021-10-10,France,1
2330,2330,2021-10-10,Portugal,0
2331,2331,2021-10-10,United Kingdom,0
2332,2332,2021-10-10,Romania,0
2333,2333,2021-10-10,Spain,0
2334,2334,2021-10-10,Spain,1
2335,2335,2021-10-10,Spain,0
2336,2336,2021-10-10,Portugal,1
2337,2337,2021-10-10,Portugal,0
2338,2338,2021-10-10,Spain,0
2339,2339,2021-10-10,Spain,0
2340,2340,2021-10-10,Spain,0
2341,2341,2021-10-10,United Kingdom,1
2342,2342,2021-10-10,Spain,1
2343,2343,2021-10-10,France,0
2344,2344,2021-10-10,Spain,0
2345,2345,2021-10-10,Italy,1
2346,2346,2021-10-10,France,0
2347,2347,2021-10-10,Spain,0
2348,2348,2021-10-10,France,0
2349,2349,2021-10-10,France,1
2350,2350,2021-10-10,Hungary,1
2351,2351,2021-10-10,Spain,1
2352,2352,2021-10-10,Spain,1
2353,2353,2021-10-10,Poland,1
2354,2354,2021-10-10,Luxembourg,0
2355,2355,2021-10-10,Portugal,0
2356,2356,2021-10-10,Portugal,1
2357,2357,2021-10-10,Portugal,1
2358,2358,2021-10-10,Greece,0
2359,2359,2021-10-10,Spain,0
2360,2360,2021-10-10,Portugal,0
2361,2361,2021-10-10,Italy,1
2362,2362,2021-10-10,Italy,1
2363,2363,2021-10-10,Portugal,0
