,id_compra,id_producto,cantidad
6017,4808,1,1
6018,4809,0,1
6019,4809,1,1
6020,4810,0,2
6021,4810,1,2
6022,4811,2,4
6023,4812,1,1
6024,4812,0,1
6025,4813,2,2
6026,4814,0,1
6027,4815,1,1
6028,4816,0,2
6029,4817,1,3
6030,4817,2,2
6031,4818,2,2
6032,4819,2,3
6033,4819,0,2
6034,4820,0,3
6035,4820,1,1
6036,4821,2,3
6037,4822,0,1
6038,4823,2,2
6039,4824,0,3
6040,4825,0,1
6041,4826,2,3
6042,4827,1,1
6043,4828,1,1
6044,4828,2,1
6045,4829,1,1
6046,4830,2,1
6047,4831,0,2
6048,4832,1,2
6049,4833,0,1
6050,4834,2,1
6051,4834,0,3
6052,4835,1,2
6053,4835,0,2
6054,4836,2,1
6055,4837,1,2
6056,4838,0,3
6057,4838,2,1
6058,4839,2,3
6059,4840,0,3
6060,4840,2,2
6061,4840,1,1
6062,4841,2,3
6063,4842,1,2
6064,4843,2,2
6065,4844,0,2
6066,4845,0,1
6067,4846,2,1
6068,4847,0,1
6069,4848,0,2
6070,4849,1,1
6071,4850,0,1
6072,4851,2,3
6073,4852,0,2
6074,4853,1,1
6075,4854,1,2
6076,4855,0,2
6077,4856,0,1
6078,4857,0,1
6079,4857,1,1
6080,4858,2,1
6081,4859,2,1
6082,4860,1,1
6083,4860,2,2
6084,4861,2,2
6085,4862,2,1
6086,4863,0,1
6087,4863,1,1
6088,4864,2,1
6089,4865,1,1
6090,4865,2,1
6091,4866,2,1
6092,4867,1,1
6093,4868,1,1
6094,4869,0,1
6095,4870,2,2
6096,4871,2,1
6097,4872,1,1
6098,4872,0,2
6099,4873,0,2
6100,4874,0,1
6101,4875,0,2
6102,4876,1,3
6103,4876,2,1
6104,4877,2,1
6105,4878,0,1
6106,4878,2,1
6107,4879,1,2
6108,4880,2,4
6109,4881,2,2
6110,4882,2,1
6111,4882,1,2
6112,4883,0,4
6113,4884,0,2
6114,4885,2,1
6115,4886,2,1
6116,4887,1,1
6117,4888,1,2
6118,4889,2,2
6119,4890,0,1
6120,4890,2,3
6121,4891,1,1
6122,4891,0,1
6123,4892,0,1
6124,4893,2,1
6125,4893,1,2
6126,4894,0,1
6127,4895,0,1
6128,4896,0,1
6129,4896,2,2
6130,4897,2,2
6131,4898,2,1
6132,4899,1,1
6133,4900,0,3
6134,4901,0,1
6135,4902,0,4
6136,4903,2,2
6137,4904,2,3
6138,4905,2,1
6139,4906,0,1
6140,4907,0,1
6141,4907,2,1
6142,4908,2,2
6143,4909,1,2
6144,4909,0,1
6145,4910,1,1
6146,4910,0,2
6147,4911,0,3
6148,4911,2,1
6149,4912,1,2
6150,4913,1,1
6151,4914,1,1
6152,4914,2,3
6153,4915,0,3
6154,4916,1,3
6155,4916,2,3
6156,4917,1,1
6157,4917,2,1
6158,4918,1,2
6159,4919,2,4
6160,4919,0,1
6161,4920,0,1
6162,4921,0,1
6163,4922,2,1
6164,4923,0,2
6165,4924,2,2
6166,4924,1,3
6167,4925,0,1
6168,4925,2,4
6169,4926,0,2
6170,4927,1,1
6171,4928,1,2
6172,4929,2,1
6173,4930,0,4
6174,4931,2,3
6175,4932,1,3
6176,4932,2,1
6177,4933,0,2
6178,4934,2,1
6179,4934,1,1
6180,4935,1,1
6181,4935,2,2
6182,4936,2,1
6183,4936,0,1
6184,4937,2,3
6185,4938,1,3
6186,4939,0,1
6187,4940,2,1
6188,4940,0,2
6189,4941,0,1
6190,4941,1,2
6191,4942,2,1
6192,4943,0,2
6193,4944,0,1
6194,4945,0,3
6195,4946,0,1
6196,4946,2,1
6197,4946,1,2
6198,4947,0,1
6199,4948,1,2
6200,4949,1,1
6201,4950,2,1
6202,4950,1,2
6203,4950,0,3
6204,4951,2,2
6205,4952,0,1
6206,4953,2,3
6207,4954,1,2
6208,4954,2,1
6209,4955,2,3
6210,4956,2,1
6211,4957,2,1
6212,4958,0,1
6213,4959,1,4
6214,4960,2,2
6215,4961,0,1
6216,4962,1,2
6217,4963,1,3
6218,4964,1,1
6219,4965,2,2
6220,4966,0,3
6221,4967,2,4
6222,4967,0,1
6223,4968,0,1
6224,4969,1,1
6225,4969,0,3
6226,4970,1,2
6227,4970,0,2
6228,4971,1,4
6229,4972,0,1
6230,4973,1,2
6231,4974,0,1
6232,4975,0,3
6233,4975,1,2
6234,4976,0,2
6235,4977,2,3
6236,4978,0,1
6237,4979,0,1
6238,4979,2,2
6239,4980,1,1
6240,4981,1,1
6241,4982,1,2
6242,4983,1,2
6243,4984,1,1
6244,4984,0,3
6245,4985,1,1
6246,4986,1,1
6247,4986,0,3
6248,4987,1,2
6249,4988,0,3
6250,4989,0,1
6251,4990,0,2
6252,4991,1,1
6253,4992,0,3
6254,4993,0,1
6255,4993,1,2
6256,4994,0,2
6257,4995,1,1
6258,4996,2,2
6259,4997,1,4
6260,4997,0,2
6261,4998,0,2
6262,4998,1,4
6263,4999,2,1
6264,5000,0,1
6265,5001,0,2
6266,5002,0,3
6267,5003,0,2
6268,5003,1,1
6269,5004,0,4
6270,5004,2,3
6271,5005,0,3
6272,5006,1,2
6273,5007,0,1
6274,5008,2,2
6275,5009,2,1
6276,5009,1,4
6277,5010,2,1
6278,5011,0,1
6279,5012,0,3
6280,5012,1,3
6281,5013,2,1
6282,5013,0,2
6283,5014,1,3
6284,5015,2,1
6285,5016,2,1
6286,5017,1,1
6287,5017,0,3
6288,5018,1,1
6289,5019,0,3
6290,5020,2,1
6291,5021,0,1
6292,5022,1,1
6293,5022,2,1
6294,5023,0,2
6295,5024,2,2
6296,5024,1,1
6297,5025,2,2
6298,5026,0,2
6299,5027,0,1
6300,5028,1,1
6301,5029,0,2
6302,5029,1,2
6303,5030,1,2
6304,5031,2,2
6305,5032,0,1
6306,5032,1,1
6307,5033,2,2
6308,5034,0,1
6309,5035,1,2
6310,5036,1,1
6311,5037,0,2
6312,5037,1,2
6313,5038,0,2
6314,5039,2,1
6315,5039,0,1
6316,5040,2,2
6317,5041,1,1
6318,5042,1,2
6319,5042,2,1
6320,5043,0,2
6321,5044,0,1
6322,5045,1,4
6323,5046,2,3
6324,5047,0,3
6325,5048,0,2
6326,5049,1,2
6327,5049,2,1
6328,5050,2,4
6329,5051,1,2
6330,5052,1,3
6331,5053,2,4
6332,5054,2,2
6333,5055,0,1
6334,5055,1,2
6335,5056,2,1
6336,5057,0,2
6337,5058,2,2
6338,5059,0,2
6339,5060,1,1
6340,5061,0,3
6341,5062,2,2
6342,5062,1,2
6343,5063,2,4
6344,5064,0,2
6345,5065,0,1
6346,5066,2,1
6347,5066,1,2
6348,5067,1,1
6349,5068,2,4
6350,5069,2,1
6351,5070,0,2
6352,5071,0,3
6353,5072,1,3
6354,5073,1,1
6355,5073,0,1
6356,5074,2,2
6357,5075,2,4
6358,5076,2,1
6359,5077,2,1
6360,5077,1,1
6361,5078,2,2
6362,5079,2,3
6363,5080,0,1
6364,5081,0,3
6365,5082,1,1
6366,5083,2,4
6367,5083,0,2
6368,5084,2,2
6369,5085,0,2
6370,5086,2,1
6371,5087,1,3
6372,5088,1,1
6373,5088,0,2
6374,5089,2,3
6375,5090,1,2
6376,5091,1,1
6377,5092,2,2
6378,5093,1,4
6379,5094,0,2
6380,5095,1,1
6381,5095,0,1
6382,5096,0,1
6383,5097,0,2
6384,5097,2,1
6385,5098,0,2
6386,5099,1,1
6387,5099,0,1
6388,5100,2,3
6389,5101,0,1
6390,5102,1,2
6391,5103,1,2
6392,5104,2,1
6393,5104,1,1
6394,5105,1,4
6395,5105,2,1
6396,5106,0,1
6397,5107,1,2
6398,5108,0,2
6399,5108,2,1
6400,5109,0,3
6401,5110,0,1
6402,5111,0,2
6403,5112,2,1
6404,5113,0,2
6405,5114,1,4
6406,5115,0,2
6407,5116,2,2
6408,5116,0,2
6409,5117,1,2
6410,5117,2,2
6411,5118,1,2
6412,5119,2,1
6413,5119,0,2
6414,5120,1,3
6415,5121,2,3
6416,5122,2,4
6417,5123,2,4
6418,5124,2,4
6419,5124,0,1
6420,5125,2,1
6421,5126,1,2
6422,5127,0,2
6423,5128,2,3
6424,5129,0,2
6425,5130,0,1
6426,5131,1,1
6427,5131,0,1
6428,5132,0,3
6429,5133,0,3
6430,5133,1,2
6431,5134,1,3
6432,5135,1,1
6433,5136,0,3
6434,5136,1,1
6435,5137,0,1
6436,5138,2,1
6437,5139,1,2
6438,5139,2,1
6439,5140,1,1
6440,5141,2,2
6441,5141,0,1
6442,5142,0,1
6443,5143,0,2
6444,5144,1,1
6445,5144,2,1
6446,5145,0,1
6447,5146,1,2
6448,5147,0,2
6449,5148,1,1
6450,5148,0,2
6451,5149,1,1
6452,5150,0,1
6453,5151,1,3
6454,5152,1,1
6455,5153,1,3
6456,5154,2,1
6457,5155,0,1
6458,5155,1,1
6459,5156,0,2
6460,5157,1,2
6461,5158,2,2
6462,5159,0,1
6463,5160,1,1
6464,5161,0,1
6465,5161,2,1
6466,5162,1,1
6467,5163,1,1
6468,5163,0,1
6469,5164,0,1
6470,5165,2,1
6471,5166,2,2
6472,5166,0,1
6473,5167,2,2
6474,5168,2,2
6475,5169,0,3
6476,5170,1,2
6477,5171,2,1
6478,5172,1,2
6479,5172,2,1
6480,5173,0,3
6481,5174,0,1
6482,5174,1,1
6483,5175,1,1
6484,5176,1,3
6485,5176,0,2
6486,5177,0,1
6487,5178,1,2
6488,5179,1,3
6489,5180,2,2
6490,5181,2,1
6491,5182,1,2
6492,5183,0,2
6493,5184,1,1
6494,5185,0,1
6495,5186,1,1
6496,5186,2,1
6497,5187,0,1
6498,5188,1,1
6499,5189,0,2
6500,5190,2,1
6501,5190,1,2
6502,5191,2,2
6503,5192,0,2
6504,5192,1,2
6505,5193,1,1
6506,5193,2,1
6507,5193,0,2
6508,5194,2,2
6509,5195,1,2
6510,5196,0,1
6511,5197,2,1
6512,5197,0,2
6513,5198,2,1
6514,5198,1,2
6515,5199,1,2
6516,5200,0,4
6517,5201,1,4
6518,5201,2,2
6519,5202,1,1
6520,5203,2,2
6521,5204,2,2
6522,5205,0,4
6523,5206,0,2
6524,5207,2,1
6525,5208,1,1
6526,5209,2,3
6527,5210,0,1
6528,5210,2,3
6529,5211,0,1
6530,5211,2,2
6531,5212,2,1
6532,5213,2,4
6533,5214,1,1
6534,5214,0,3
6535,5215,1,2
6536,5215,2,2
6537,5216,1,1
6538,5217,1,2
6539,5218,1,1
6540,5219,1,1
6541,5219,0,2
6542,5220,0,4
6543,5221,1,2
6544,5222,1,2
6545,5222,2,4
6546,5223,2,2
6547,5224,0,1
6548,5225,2,4
6549,5226,2,1
6550,5227,1,2
6551,5227,0,3
6552,5227,2,3
6553,5228,2,2
6554,5228,0,2
6555,5229,1,2
6556,5230,0,2
6557,5231,0,1
6558,5232,2,2
6559,5232,0,1
6560,5232,1,4
6561,5233,2,2
6562,5234,0,2
6563,5235,2,2
6564,5236,1,2
6565,5237,1,1
6566,5238,1,1
6567,5239,0,4
6568,5240,1,3
6569,5241,0,1
6570,5242,0,2
6571,5243,0,1
6572,5244,1,2
6573,5245,0,2
6574,5246,2,2
6575,5247,2,1
6576,5248,2,1
6577,5249,0,1
6578,5250,2,1
6579,5251,0,2
6580,5252,0,2
6581,5253,2,1
6582,5254,1,2
6583,5255,1,2
6584,5256,2,2
6585,5257,0,3
6586,5258,1,1
6587,5258,0,1
6588,5259,0,1
6589,5260,0,1
6590,5261,1,1
6591,5262,1,1
6592,5263,0,1
6593,5264,0,1
6594,5265,0,2
6595,5266,0,3
6596,5267,2,2
6597,5268,2,2
6598,5268,0,2
6599,5269,0,1
6600,5269,2,2
6601,5270,0,1
6602,5271,2,1
6603,5271,1,1
6604,5272,0,1
6605,5272,1,1
6606,5273,1,1
6607,5273,0,1
6608,5273,2,2
6609,5274,1,1
6610,5275,0,1
6611,5275,1,1
6612,5276,2,4
6613,5277,1,2
6614,5278,1,1
6615,5279,1,1
6616,5280,0,2
6617,5281,1,2
6618,5282,2,2
6619,5283,2,1
6620,5284,1,1
6621,5285,1,2
6622,5285,0,1
6623,5286,2,1
6624,5286,0,1
6625,5287,1,3
6626,5288,1,1
6627,5289,0,4
6628,5289,2,1
6629,5289,1,2
6630,5290,0,1
6631,5290,1,1
6632,5291,2,1
6633,5292,0,1
6634,5293,0,1
6635,5294,2,3
6636,5295,0,4
6637,5296,0,2
6638,5297,1,4
6639,5298,1,1
6640,5299,1,2
6641,5299,2,3
6642,5300,2,1
6643,5301,2,1
6644,5301,0,3
6645,5302,0,3
6646,5302,2,1
6647,5303,1,2
6648,5304,1,2
6649,5305,1,1
6650,5306,1,2
6651,5307,1,1
6652,5307,2,1
6653,5308,0,2
6654,5309,1,2
6655,5310,1,1
6656,5310,2,3
6657,5311,0,1
6658,5311,2,4
6659,5312,1,2
6660,5313,1,1
6661,5313,0,4
6662,5314,2,2
6663,5314,0,3
6664,5315,0,2
6665,5315,2,1
6666,5316,2,1
6667,5317,0,2
6668,5317,1,2
6669,5318,2,1
6670,5319,0,1
6671,5320,2,1
6672,5320,0,2
6673,5320,1,2
6674,5321,0,1
6675,5322,2,1
6676,5323,0,2
6677,5324,1,3
6678,5325,1,1
6679,5325,0,1
6680,5326,2,1
6681,5327,0,2
6682,5328,1,2
6683,5329,0,1
6684,5330,0,1
6685,5331,0,1
6686,5332,2,2
6687,5333,2,2
6688,5334,2,1
6689,5335,0,1
6690,5336,1,3
6691,5337,0,2
6692,5338,1,1
6693,5339,0,1
6694,5340,1,1
6695,5341,0,4
6696,5342,2,2
6697,5343,2,3
6698,5344,0,2
6699,5345,2,1
6700,5345,0,2
6701,5346,2,2
6702,5347,1,1
6703,5348,1,2
6704,5349,0,2
6705,5349,1,4
6706,5350,1,1
6707,5351,0,1
6708,5351,1,1
6709,5352,1,1
6710,5353,1,1
6711,5354,1,3
6712,5355,2,1
6713,5356,1,1
6714,5357,2,2
6715,5358,2,2
6716,5359,2,1
6717,5360,0,2
6718,5361,0,3
6719,5362,1,1
6720,5362,0,3
6721,5363,1,1
6722,5364,0,1
6723,5364,1,2
6724,5365,1,1
6725,5365,2,1
6726,5366,2,1
6727,5367,2,1
6728,5368,2,2
6729,5369,0,1
6730,5370,2,1
6731,5371,2,1
6732,5371,1,2
6733,5372,0,1
6734,5373,1,3
6735,5374,0,2
6736,5375,2,2
6737,5375,0,2
6738,5376,0,2
6739,5377,2,2
6740,5377,1,1
6741,5378,2,2
6742,5379,1,2
6743,5379,2,2
6744,5380,0,2
6745,5380,2,2
6746,5380,1,1
6747,5381,1,1
6748,5382,2,1
6749,5383,2,1
6750,5383,0,1
6751,5384,1,1
6752,5385,1,2
6753,5385,0,2
6754,5386,0,4
6755,5387,2,1
6756,5388,2,2
6757,5388,1,1
6758,5389,2,2
6759,5389,0,1
6760,5390,0,2
6761,5390,1,1
6762,5391,1,1
6763,5392,0,2
6764,5393,1,2
6765,5393,2,3
6766,5394,1,2
6767,5394,2,1
6768,5395,1,1
6769,5396,2,2
6770,5397,0,2
6771,5397,1,1
6772,5398,0,1
6773,5399,0,1
6774,5400,1,3
6775,5401,2,2
6776,5402,2,1
6777,5403,0,2
6778,5404,2,1
6779,5405,1,2
6780,5406,2,1
6781,5407,2,1
6782,5408,0,1
6783,5409,1,1
6784,5409,0,4
6785,5410,2,2
6786,5411,1,1
6787,5412,1,4
6788,5413,2,3
6789,5414,2,1
6790,5415,1,1
6791,5415,2,1
6792,5416,2,1
6793,5417,0,1
6794,5418,1,1
6795,5419,2,1
6796,5419,1,1
6797,5420,2,1
6798,5421,2,1
6799,5421,1,1
6800,5422,0,2
6801,5422,1,2
6802,5423,2,4
6803,5424,1,3
6804,5424,0,1
6805,5425,2,4
6806,5426,2,1
6807,5427,2,1
6808,5427,1,1
6809,5428,2,1
6810,5429,1,2
6811,5430,1,2
6812,5431,0,3
6813,5432,1,1
6814,5433,2,2
6815,5434,1,4
6816,5435,2,1
6817,5435,1,1
6818,5436,2,2
6819,5437,2,4
6820,5437,0,2
6821,5438,2,3
6822,5439,2,1
6823,5440,2,1
6824,5441,1,1
6825,5442,0,2
6826,5443,1,4
6827,5443,2,1
6828,5443,0,1
6829,5444,0,1
6830,5444,2,2
6831,5445,1,4
6832,5446,0,1
6833,5447,2,2
6834,5448,2,1
6835,5449,2,2
6836,5449,1,1
6837,5450,2,1
6838,5451,2,3
6839,5452,0,2
6840,5453,0,1
6841,5454,1,1
6842,5455,0,1
6843,5456,2,1
6844,5457,2,3
6845,5458,2,1
6846,5459,2,1
6847,5460,1,2
6848,5461,2,1
6849,5462,1,1
6850,5463,0,3
6851,5463,1,2
6852,5464,1,1
6853,5465,1,2
6854,5466,2,1
6855,5467,0,2
6856,5467,1,2
6857,5468,1,2
6858,5468,0,4
6859,5469,2,1
6860,5470,0,1
6861,5470,1,2
6862,5471,1,2
6863,5472,0,2
6864,5473,1,2
6865,5473,2,3
6866,5474,0,1
6867,5475,1,1
6868,5476,2,2
6869,5477,0,2
6870,5477,1,3
6871,5478,2,2
6872,5479,0,3
6873,5480,2,1
6874,5481,2,2
6875,5482,1,2
6876,5483,1,3
6877,5484,1,1
6878,5484,2,1
6879,5485,2,2
6880,5486,2,1
6881,5487,2,3
6882,5487,1,1
6883,5488,2,1
6884,5489,0,1
6885,5490,1,2
6886,5491,2,1
6887,5492,1,1
6888,5493,1,1
6889,5494,1,1
6890,5495,2,1
6891,5496,0,1
6892,5496,1,1
6893,5497,1,1
6894,5498,0,2
6895,5499,1,3
6896,5500,2,1
6897,5501,0,1
6898,5502,1,1
6899,5502,0,1
6900,5503,1,1
6901,5503,0,2
6902,5504,2,1
6903,5505,2,2
6904,5506,0,1
6905,5507,2,2
6906,5507,0,1
6907,5508,2,1
6908,5509,1,1
6909,5509,2,2
6910,5510,0,1
6911,5511,0,2
6912,5511,1,2
6913,5512,1,1
6914,5513,0,2
6915,5513,1,3
6916,5514,1,1
6917,5515,1,2
6918,5516,0,2
6919,5517,0,1
6920,5518,2,1
6921,5519,2,1
6922,5520,0,2
6923,5521,2,2
6924,5522,2,4
6925,5523,2,1
6926,5524,0,1
6927,5525,1,2
6928,5526,2,1
6929,5527,1,1
6930,5528,0,2
6931,5529,2,2
6932,5530,1,1
6933,5531,2,1
6934,5531,0,2
6935,5532,0,1
6936,5533,2,1
6937,5533,0,4
6938,5534,1,1
6939,5535,2,3
6940,5535,0,1
6941,5536,1,1
6942,5537,1,1
6943,5538,1,1
6944,5539,0,4
6945,5540,1,1
6946,5541,2,1
6947,5542,2,1
6948,5543,2,2
6949,5544,2,1
6950,5545,1,1
6951,5546,1,4
6952,5547,1,2
6953,5548,1,2
6954,5549,2,1
6955,5550,1,1
6956,5550,0,3
6957,5551,2,1
6958,5551,0,2
6959,5552,1,1
6960,5553,1,2
6961,5554,2,1
6962,5555,2,1
6963,5556,0,2
6964,5556,2,1
6965,5557,0,1
6966,5558,0,2
6967,5558,2,4
6968,5559,2,1
6969,5560,1,3
6970,5561,2,2
6971,5562,1,2
6972,5563,0,2
6973,5564,0,2
6974,5565,2,1
6975,5566,0,1
6976,5567,1,2
6977,5568,2,1
6978,5569,1,2
6979,5570,2,2
6980,5570,1,1
6981,5571,0,3
6982,5572,0,2
6983,5573,1,1
6984,5574,2,2
6985,5575,2,1
6986,5576,1,4
6987,5577,0,1
6988,5578,2,3
6989,5579,1,4
6990,5580,0,2
6991,5581,2,1
6992,5582,2,2
6993,5582,1,2
6994,5583,2,1
6995,5584,1,1
6996,5585,1,3
6997,5586,2,2
6998,5587,1,1
6999,5588,1,2
7000,5589,0,2
7001,5590,0,2
7002,5591,0,1
7003,5592,0,3
7004,5592,2,2
7005,5593,2,1
7006,5594,0,1
7007,5594,1,1
7008,5595,2,2
7009,5596,1,1
7010,5597,1,2
7011,5598,0,2
7012,5599,1,1
7013,5600,2,1
7014,5601,1,1
7015,5602,1,1
7016,5602,0,1
7017,5603,2,1
7018,5604,0,1
7019,5605,2,2
7020,5605,0,1
7021,5606,0,2
7022,5606,1,1
7023,5607,2,2
7024,5607,1,3
7025,5608,1,2
7026,5609,2,2
7027,5609,1,1
7028,5610,1,4
7029,5611,2,4
7030,5612,1,3
7031,5613,2,2
7032,5614,0,3
7033,5615,1,1
7034,5616,2,2
7035,5617,2,2
7036,5617,0,1
7037,5618,2,1
7038,5619,0,3
7039,5619,1,3
7040,5620,1,1
7041,5621,0,2
7042,5621,1,1
7043,5622,2,1
7044,5622,1,2
7045,5623,2,2
7046,5624,1,2
7047,5624,2,2
7048,5624,0,2
7049,5625,1,1
7050,5626,0,1
7051,5627,1,3
7052,5627,2,1
7053,5628,2,3
7054,5628,1,1
7055,5629,2,1
7056,5629,0,1
7057,5630,1,1
7058,5631,0,2
7059,5631,2,1
7060,5632,2,1
7061,5633,2,1
7062,5633,0,4
7063,5633,1,1
7064,5634,2,1
7065,5634,0,1
7066,5635,2,1
7067,5636,2,3
7068,5637,0,1
7069,5637,1,1
7070,5638,1,2
7071,5639,2,4
7072,5640,2,1
7073,5641,2,3
7074,5642,0,2
7075,5643,2,2
7076,5644,0,1
7077,5644,2,3
7078,5645,1,2
7079,5646,1,2
7080,5647,0,1
7081,5648,1,4
7082,5648,0,3
7083,5649,0,3
7084,5650,1,1
7085,5651,1,2
7086,5652,1,2
7087,5653,0,2
7088,5654,1,2
7089,5655,1,1
7090,5656,1,1
7091,5657,1,1
7092,5658,2,3
7093,5659,2,1
7094,5660,1,1
7095,5661,0,2
7096,5661,1,4
7097,5662,0,2
7098,5663,1,1
7099,5664,2,2
7100,5664,0,2
7101,5665,1,2
7102,5666,2,2
7103,5666,0,1
7104,5666,1,1
7105,5667,1,1
7106,5668,0,1
7107,5668,1,1
7108,5669,2,1
7109,5670,1,2
7110,5671,1,1
7111,5672,2,1
7112,5673,2,1
7113,5674,2,2
7114,5675,0,1
7115,5676,2,3
7116,5676,0,1
7117,5677,2,1
7118,5678,2,2
7119,5679,0,1
7120,5680,2,1
7121,5681,0,1
7122,5682,2,1
7123,5682,0,1
7124,5683,0,2
7125,5684,0,1
7126,5684,2,2
7127,5685,1,2
7128,5686,1,1
7129,5687,0,3
7130,5688,2,1
7131,5689,1,2
7132,5690,2,1
7133,5691,2,3
7134,5691,0,3
7135,5692,2,2
7136,5693,2,1
7137,5694,2,1
7138,5695,0,2
7139,5696,1,1
7140,5696,2,2
7141,5697,1,1
7142,5697,2,1
7143,5698,0,3
7144,5699,1,2
7145,5699,0,2
7146,5700,0,2
7147,5701,1,1
7148,5702,2,2
7149,5703,2,2
7150,5704,0,1
7151,5705,1,2
7152,5706,2,2
7153,5707,2,2
7154,5708,0,1
7155,5709,2,2
7156,5710,2,2
7157,5711,2,2
7158,5712,2,1
7159,5713,2,2
7160,5714,2,1
7161,5715,0,1
7162,5715,1,1
7163,5716,2,1
7164,5717,1,3
7165,5718,2,4
7166,5718,1,1
7167,5719,0,3
7168,5720,1,3
7169,5721,1,1
7170,5721,2,4
7171,5722,0,1
7172,5723,2,1
7173,5723,0,2
7174,5724,2,1
7175,5725,1,1
7176,5725,2,4
7177,5725,0,2
7178,5726,0,1
7179,5727,0,1
7180,5728,2,1
7181,5728,1,3
7182,5729,2,1
7183,5730,1,2
7184,5730,0,3
7185,5731,0,3
7186,5731,1,3
7187,5732,1,2
7188,5733,1,1
7189,5733,2,1
7190,5734,0,1
7191,5735,2,2
7192,5736,1,2
7193,5736,2,1
7194,5737,2,2
7195,5738,2,2
7196,5739,2,1
7197,5740,2,1
7198,5741,1,1
7199,5742,0,2
7200,5743,1,3
7201,5744,1,4
7202,5745,2,1
7203,5746,0,2
7204,5747,2,1
7205,5748,1,2
7206,5749,1,2
7207,5750,2,1
7208,5751,0,1
7209,5751,2,2
7210,5752,2,2
7211,5752,1,1
7212,5753,1,2
7213,5753,2,1
7214,5754,0,1
7215,5755,1,2
7216,5756,1,1
7217,5757,1,3
7218,5758,2,3
7219,5759,2,1
7220,5760,2,1
7221,5760,0,1
7222,5761,0,1
7223,5762,1,1
7224,5763,1,1
7225,5764,2,3
7226,5765,2,1
7227,5766,0,1
7228,5767,0,1
7229,5768,2,2
7230,5769,0,1
7231,5770,0,1
7232,5771,2,3
7233,5772,2,3
7234,5772,0,3
7235,5773,1,1
7236,5774,1,1
7237,5775,0,4
7238,5776,0,1
7239,5777,2,1
7240,5778,2,2
7241,5779,0,1
7242,5780,2,1
7243,5780,0,1
7244,5781,2,4
7245,5782,1,1
7246,5783,2,1
7247,5784,2,2
7248,5784,0,2
7249,5784,1,1
7250,5785,1,1
7251,5786,0,4
7252,5787,1,2
7253,5788,0,1
7254,5788,1,1
7255,5789,1,1
7256,5790,2,1
7257,5791,0,3
7258,5792,1,3
7259,5793,0,1
7260,5794,0,1
7261,5795,2,1
7262,5796,0,2
7263,5797,0,3
7264,5798,1,2
7265,5798,2,1
7266,5799,0,1
7267,5800,2,3
7268,5800,1,2
7269,5801,1,1
7270,5802,1,3
7271,5803,2,3
7272,5804,1,4
7273,5805,2,1
7274,5806,0,1
7275,5806,1,3
7276,5807,0,2
7277,5807,2,2
7278,5808,0,2
7279,5809,1,1
7280,5810,0,1
7281,5811,2,1
7282,5811,1,2
7283,5812,0,1
7284,5812,2,2
7285,5813,0,1
7286,5814,2,1
7287,5815,2,1
7288,5816,2,3
7289,5817,2,1
7290,5818,2,1
7291,5818,0,1
7292,5819,1,2
7293,5819,2,1
7294,5820,2,1
7295,5821,0,2
7296,5821,2,2
7297,5822,1,2
7298,5823,0,2
7299,5824,2,1
7300,5825,1,1
7301,5826,2,2
7302,5827,0,2
7303,5827,2,2
7304,5828,1,3
7305,5829,0,2
7306,5829,2,2
7307,5830,2,1
7308,5830,1,1
7309,5831,0,3
7310,5832,0,3
7311,5833,0,2
7312,5834,0,1
7313,5835,1,2
7314,5836,2,1
7315,5837,0,2
7316,5838,2,2
7317,5839,0,1
7318,5840,2,1
7319,5841,1,1
7320,5841,2,1
7321,5842,1,2
7322,5843,0,1
7323,5844,2,3
7324,5845,2,2
7325,5845,0,4
7326,5846,1,1
7327,5847,0,1
7328,5847,1,1
7329,5848,2,1
7330,5848,1,4
7331,5849,1,4
7332,5850,0,1
7333,5851,0,2
7334,5852,2,2
7335,5853,1,1
7336,5854,0,1
7337,5854,1,1
7338,5855,1,1
7339,5855,0,2
7340,5856,0,2
7341,5857,1,1
7342,5858,0,1
7343,5858,2,3
7344,5859,1,1
7345,5860,0,2
7346,5861,2,2
7347,5862,1,1
7348,5863,1,4
7349,5864,0,1
7350,5865,1,1
7351,5865,0,1
7352,5866,1,2
7353,5866,0,2
7354,5867,1,3
7355,5868,2,1
7356,5869,1,2
7357,5870,1,1
7358,5871,2,1
7359,5872,2,1
7360,5873,2,1
7361,5874,0,1
7362,5875,1,1
7363,5876,2,2
7364,5877,2,1
7365,5878,2,1
7366,5878,1,3
7367,5879,2,4
7368,5880,1,1
7369,5881,0,1
7370,5882,1,4
7371,5883,0,2
7372,5884,2,1
7373,5884,0,1
7374,5885,2,1
7375,5886,2,2
7376,5887,1,4
7377,5888,0,3
7378,5889,1,2
7379,5890,1,1
7380,5891,0,3
7381,5892,2,1
7382,5893,1,3
7383,5894,2,2
7384,5895,0,1
7385,5895,1,2
7386,5896,0,2
7387,5897,2,1
7388,5898,0,3
7389,5899,0,1
7390,5900,2,2
7391,5901,2,1
7392,5902,0,3
7393,5903,0,2
7394,5904,2,1
7395,5905,2,1
7396,5906,1,1
7397,5906,0,1
7398,5907,2,1
7399,5908,1,2
7400,5909,1,3
7401,5909,0,1
7402,5910,2,4
7403,5911,2,4
7404,5912,0,1
7405,5913,0,1
7406,5914,0,1
7407,5914,2,1
7408,5915,1,2
7409,5916,2,1
7410,5917,1,1
7411,5918,0,3
7412,5918,2,2
7413,5919,1,2
7414,5919,2,3
